definition_wn,answer_wn,label,predicted_label,predicted_probability,definition,answer,surface,def_num_usable_synsets,ans_num_usable_synsets,distractor_source,cos_w1clue_w1all,cos_w1clue_w1common,cos_w1clue_w1obscure,cos_w1clue_w2all,cos_w1clue_w2common,cos_w1clue_w2obscure,wn_rel_hypernym,wn_rel_hypernym_of_hypernym,wn_rel_hypernym_of_hyponym,wn_rel_hyponym,wn_rel_hyponym_of_hypernym,wn_rel_hyponym_of_hyponym,wn_rel_hyponym_of_part_holonym,wn_rel_hyponym_of_part_meronym,wn_rel_member_meronym,wn_rel_member_meronym_of_member_holonym,wn_rel_part_holonym,wn_rel_part_holonym_of_hypernym,wn_rel_part_holonym_of_hyponym,wn_rel_part_holonym_of_part_meronym,wn_rel_part_meronym,wn_rel_part_meronym_of_hypernym,wn_rel_part_meronym_of_hyponym,wn_rel_substance_meronym,wn_rel_substance_meronym_of_hyponym,wn_rel_synonym,wn_max_path_sim,wn_shared_synset_count,surface_edit_distance,surface_length_ratio,surface_shared_first_letter,surface_char_overlap_ratio
order,sequence,0,1,0.89,Order,ARRANGE,Order class design catalogue,24,7,sequence,0.6487930417060852,0.23224420845508575,0.6691924929618835,0.35115212202072144,0.27916109561920166,0.3836374878883362,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7,0.625,0,0.1111111111111111
simple,simple-minded,0,1,0.7,simple,SPARTAN,Small component and mostly simple,9,5,simple-minded,0.8251838684082031,0.5748289823532104,0.7154192924499512,0.5512681603431702,0.5418057441711426,0.48088398575782776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,7,0.46153846153846156,1,0.6666666666666666
flier,airman,0,1,0.96,Flier,BUDGERIGAR,"Flier may get move, right to the south of European capital",3,1,airman,0.7979186773300171,0.8155211210250854,0.49305081367492676,0.7072969675064087,0.7072969675064087,0.7072966694831848,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,6,0.8333333333333334,0,0.25
yes,false,0,1,0.615,Yes,APEX,"Ultimately, trivia help me climax? Yes",1,2,false,0.7715951204299927,0.7715951204299927,0.7715950012207031,0.618874192237854,0.3619629442691803,0.4185870587825775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,4,0.6,0,0.3333333333333333
politician,nominee,0,1,0.84,politician,LIBERAL,Braille representation for politician,3,7,nominee,0.8436843156814575,0.8450771570205688,0.75504469871521,0.5706747770309448,0.5706747770309448,0.5706747770309448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.7,0,0.3
betrayers,cheat,0,1,0.63,betrayers,SELLOUTS,French article about hooligans and betrayers,2,1,cheat,0.6684105396270752,0.7266921401023865,0.4621748626232147,0.6607115864753723,0.29131725430488586,0.5476844310760498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.5555555555555556,0,0.3333333333333333
start,set_about,0,1,0.8,Start,OPENING,Start removing lid,22,25,set_about,0.7055454850196838,0.28822726011276245,0.5357950329780579,0.7754870057106018,0.7541893720626831,0.7639739513397217,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,5,0.5555555555555556,1,0.3333333333333333
change,upturn,0,1,0.53,Change,AMEND,Change the last word and penultimate of words,20,3,upturn,0.4693801999092102,0.1548272967338562,0.6093924045562744,0.25773802399635315,0.25773802399635315,0.2577381730079651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,6,1.0,0,0.1
outhouse,nunnery,0,1,0.54,outhouse,LEAN-TO,Sign about insect in outhouse,1,1,nunnery,0.5116883516311646,0.5116883516311646,0.5116889476776123,0.559226393699646,0.559226393699646,0.559226393699646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,7,0.875,0,0.2222222222222222
twofold,sext,0,1,0.525,Twofold,DUPLE,"Twofold, learner’s cutting 6 across",3,1,sext,0.38238775730133057,0.36310699582099915,0.29492902755737305,0.3624265193939209,0.3624265193939209,0.3624265193939209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,7,0.5714285714285714,0,0.1111111111111111
famous,virtuoso,0,1,0.745,famous,EMINENT,Met nine or ten men I represented as famous,1,2,virtuoso,0.8995169401168823,0.8995169401168823,0.8995169401168823,0.5344563722610474,0.48064425587654114,0.44768741726875305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.75,0,0.3
pretend,faking,0,1,0.925,Pretend,IMAGINARY,Pretend one woman’s astride another,8,2,faking,0.8143925666809082,0.6948702931404114,0.7278451323509216,0.5597174167633057,0.40020307898521423,0.7021957039833069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.8571428571428571,0,0.09090909090909091
looked,rated,0,1,0.84,Looked,SEARCHED,"Looked mischievous, being found in pit",10,4,rated,0.729830265045166,0.2792534828186035,0.6239310503005981,0.36361363530158997,0.3128238022327423,0.2591547966003418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,0.8333333333333334,0,0.25
surprising,inspiriting,0,1,0.515,surprising,UNEXPECTED,Wicked indecent exposure foolish senior ignored — surprising!,4,1,inspiriting,0.7778588533401489,0.5854320526123047,0.8567907214164734,0.4578843116760254,0.41101422905921936,0.47706082463264465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,5,0.9090909090909091,0,0.75
runs,commute,0,1,0.52,Runs,RACES,Runs of cards starting with king,57,10,commute,0.4471401274204254,0.4507879316806793,0.39575842022895813,0.4076223373413086,0.383680522441864,0.27541384100914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.5714285714285714,0,0.1111111111111111
gift,talents,0,1,0.665,Gift,OFFERING,Gift  of iron hoop,5,17,talents,0.7942282557487488,0.7404557466506958,0.7787748575210571,0.4987366795539856,0.45090293884277344,0.5228078365325928,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,6,0.5714285714285714,0,0.1111111111111111
fellow,blighter,0,1,0.905,Fellow,LEO,Fellow the French love,7,3,blighter,0.8787965774536133,0.614203691482544,0.8009932041168213,0.6817792057991028,0.6203420758247375,0.6509289741516113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,8,0.75,0,0.18181818181818182
epitome,prototypes,0,1,0.69,Epitome,PERSONIFICATION,Epitome of precision –- ain’t disorganised,2,3,prototypes,0.5782362818717957,0.580059289932251,0.4740237593650818,0.5785304307937622,0.5785306692123413,0.5785306692123413,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,7,0.7,0,0.4444444444444444
stuck,bound,0,1,0.555,stuck,FAST,"Moving rapidly, or stuck when grabbed by foot",18,15,bound,0.8331253528594971,0.6733335256576538,0.5100278854370117,0.6375754475593567,0.3597796559333801,0.6774961948394775,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1.0,0,0.1111111111111111
oppose,challenges,0,1,0.72,Oppose,COMBAT,"Oppose heartless mob, breaking cover",6,3,challenges,0.854061484336853,0.8147936463356018,0.7460108995437622,0.5657135248184204,0.4879825711250305,0.5527050495147705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.6,0,0.2
herb,fenugreek,0,1,0.585,Herb,AGRIMONY,"Herb from the border, cutting extreme pain",2,1,fenugreek,0.47223711013793945,0.46679919958114624,0.4086582660675049,0.47906649112701416,0.47294116020202637,0.4334571063518524,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,7,0.4444444444444444,0,0.2222222222222222
island,mona,0,1,0.585,island,TENERIFE,Drunken teens endlessly abounding on resort island,2,1,mona,0.8813157081604004,0.8411163091659546,0.8842064738273621,0.7837487459182739,0.7837487459182739,0.7837488651275635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.6666666666666666,0,0.25
honest-to-goodness,informally,0,1,0.565,honest-to-goodness,ACTUAL,Do you finally get a learner honest-to-goodness?,1,5,informally,0.7697605490684509,0.7697605490684509,0.7697605490684509,0.5571619272232056,0.47342807054519653,0.5446727871894836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,16,0.5555555555555556,0,0.125
lead,steers,0,1,0.68,Lead,PRECEDE,Lead pipes originally over sink,31,5,steers,0.5027936697006226,0.30395856499671936,0.26175785064697266,0.399204283952713,0.37005722522735596,0.28414320945739746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5,0.6666666666666666,0,0.14285714285714285
change,style,0,1,0.59,change,SHRAPNEL,Her plans potentially change,20,1,style,0.6156639456748962,0.24501417577266693,0.3663606643676758,0.29089030623435974,0.18378117680549622,0.3756449222564697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.8333333333333334,0,0.1
blue,ultramarine,0,1,0.68,blue,DOWNCAST,Take in case of broken limb being blue,16,3,ultramarine,0.9287691116333008,0.8888435363769531,0.8545639514923096,0.7378118634223938,0.6052090525627136,0.805306077003479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,9,0.36363636363636365,0,0.3
occupied,inhabited,0,1,0.595,occupied,TENANTED,Nurse inhaling bit of pot is occupied,12,2,inhabited,0.807792603969574,0.6238005757331848,0.6911101341247559,0.5665620565414429,0.4718431830406189,0.5538022518157959,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.8888888888888888,0,0.25
sooty,whitish,0,1,0.515,sooty,FILTHY,"Sooty, topless with fly undone",2,3,whitish,0.6294845342636108,0.5539218187332153,0.6389580965042114,0.5909829139709473,0.5271322727203369,0.6090964674949646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.7142857142857143,0,0.2857142857142857
deals,messes,0,1,0.74,Deals,TRAFFICS,"Deals – that is, provided wind returns",22,6,messes,0.6808364391326904,0.7042028307914734,0.5272791981697083,0.5499253869056702,0.3667219281196594,0.39608755707740784,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,0.8333333333333334,0,0.3333333333333333
pants,knickers,0,1,0.93,pants,KNICKERBOCKERS,"Clip inside edge, getting ahead of Aussies — they’re pants",6,1,knickers,0.5041632652282715,0.4840688705444336,0.3504229485988617,0.4698556661605835,0.4380127191543579,0.4803084135055542,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,7,0.625,0,0.2
heat,stiffness,0,1,0.565,Heat,WARM,Heat up raw meat starter,11,13,stiffness,0.5591288805007935,0.2951911687850952,0.41406092047691345,0.23378631472587585,0.24249914288520813,0.1749684065580368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0.4444444444444444,0,0.25
invention,formalisation,0,1,0.55,invention,COINAGE,Pen inspiring love with popular invention,3,3,formalisation,0.7521657347679138,0.7203423976898193,0.6643934845924377,0.4623337984085083,0.462334007024765,0.4623337984085083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,9,0.6923076923076923,0,0.3333333333333333
wake,awakening,0,1,0.55,Wake,SLIPSTREAM,Wake drunk master after beer is turned over,9,1,awakening,0.7037527561187744,0.13699385523796082,0.8358638286590576,0.5691174268722534,0.3111431300640106,0.5249598622322083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,5,0.4444444444444444,0,0.5714285714285714
cut_off,take_off,0,1,0.65,Cut off,APART,Cut off a bit,7,8,take_off,0.6287688612937927,0.5406419038772583,0.6173337697982788,0.4232989549636841,0.3925624489784241,0.3730180859565735,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0.875,0,0.4444444444444444
remark,innuendos,0,1,0.505,Remark,OBSERVE,Remark old boys initially are of use,4,9,innuendos,0.5126888751983643,0.4215238392353058,0.5482506155967712,0.3535100221633911,0.3535100221633911,0.3535100221633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,8,0.6666666666666666,0,0.09090909090909091
expecting,anticipate,0,1,0.665,Expecting,PREGNANT,Expecting initially positive ruling,6,3,anticipate,0.9399204850196838,0.9034830331802368,0.8990548849105835,0.547199010848999,0.5834883451461792,0.5474188327789307,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,9,0.9,0,0.6666666666666666
defeat,winning,0,1,0.51,defeat,OVERTHROW,Open file clinching Harmon’s first defeat,4,4,winning,0.7034682631492615,0.8633151054382324,0.4693388342857361,0.46148085594177246,0.5052942037582397,0.43253785371780396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.8571428571428571,0,0.0
goodbye,salute,0,1,0.78,Goodbye,FAREWELL,Goodbye for irregular research fellow avoiding chores somehow,1,2,salute,0.8224148750305176,0.8224148750305176,0.8224148750305176,0.46971243619918823,0.46956124901771545,0.2719411551952362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,0.8571428571428571,0,0.09090909090909091
quickly,willy-nilly,0,1,0.845,quickly,RAPIDLY,"Music sung rhythmically, vainly and quickly",3,1,willy-nilly,0.7946258187294006,0.8304221034049988,0.6074087023735046,0.41165679693222046,0.4281964898109436,0.3770056962966919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,0.6363636363636364,0,0.3
consume,ingesting,0,1,0.505,Consume,EAT,"Consume beef, say, having disposed of starter",6,6,ingesting,0.7430848479270935,0.7401366233825684,0.4899393916130066,0.5699504017829895,0.6559861302375793,0.4238402843475342,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,8,0.7777777777777778,0,0.3
fruit,havoc,0,1,0.705,fruit,ROSEHIP,"As Spooner says, spray split fruit",5,1,havoc,0.6504088640213013,0.8706604242324829,0.49074244499206543,0.2890321910381317,0.2890320122241974,0.28903159499168396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,5,1.0,0,0.0
name,apotheosis,0,1,0.615,Name,COGNOMEN,Name of unimportant person in organisation with sexist message?,14,2,apotheosis,0.8854837417602539,0.8268043398857117,0.6778110265731812,0.5203966498374939,0.5225462913513184,0.47520315647125244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,9,0.4,0,0.2
spot,pinpoint,0,1,0.525,Spot,SITE,Spot auditor's name,20,4,pinpoint,0.5450787544250488,0.17684011161327362,0.8395967483520508,0.46764683723449707,0.09093309938907623,0.8035728931427002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.5,0,0.5
act,bade,0,1,0.52,Act,GESTURE,"Act of guest, awfully touching",15,4,bade,0.5653983354568481,0.4447430372238159,0.3005368709564209,0.3040027916431427,0.34920477867126465,0.2565585970878601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.75,0,0.16666666666666666
crush,thrashed,0,1,0.625,Crush,SCOTCH,Crush the spirit,12,6,thrashed,0.822767436504364,0.49983102083206177,0.6901935338973999,0.7225621938705444,0.7422864437103271,0.6362119913101196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.625,0,0.3333333333333333
principal,accessory,0,1,0.56,Principal,MAIN,Principal speaker's head of hair,7,5,accessory,0.7800126671791077,0.37273108959198,0.5782002806663513,0.5127885937690735,0.41395488381385803,0.4416196048259735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,9,1.0,0,0.2727272727272727
being,testate,0,1,0.545,being,ENTITY,Character I’d cut out being,15,1,testate,0.829196035861969,0.44944605231285095,0.7611842751502991,0.6032086610794067,0.5158413648605347,0.594799816608429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.7142857142857143,0,0.125
manages,organises,0,1,0.625,Manages,OVERSEES,"Manages abroad, according to reports",7,1,organises,0.7849311828613281,0.5536308288574219,0.675309419631958,0.7127389907836914,0.6994946599006653,0.7575581669807434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.7777777777777778,0,0.5555555555555556
no,oft,0,1,0.87,No,REFUSAL,Saying “No fur sale” vigorously,6,2,oft,0.7841343879699707,0.7874719500541687,0.7777320146560669,0.42757320404052734,0.42757320404052734,0.42757320404052734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,0.6666666666666666,0,0.25
period,epoch,0,1,0.765,Period,ERA,"Period of years, limitlessly confused",7,3,epoch,0.8812671899795532,0.8867346048355103,0.7025661468505859,0.8056344985961914,0.8428853154182434,0.7584586143493652,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,5,0.8333333333333334,0,0.375
finished,culminates,0,1,0.745,Finished,OVER,Finished extra six deliveries,11,7,culminates,0.8756842613220215,0.8566237092018127,0.6635004878044128,0.6348569989204407,0.6465935707092285,0.5575236678123474,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8,0.8,0,0.3076923076923077
fix,bind,0,1,0.52,fix,ANCHOR,Newsreader’s fix,17,5,bind,0.4439408779144287,0.8641010522842407,0.17114770412445068,0.12516926229000092,0.1367143988609314,0.18250948190689087,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0.75,0,0.16666666666666666
light,rotund,0,1,0.81,Light,RADIANCE,Light in arcade flickering,47,3,rotund,0.7272429466247559,0.7620027661323547,0.5695316791534424,0.404745876789093,0.45261505246162415,0.3413759469985962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,6,0.8333333333333334,0,0.1
strip,pleat,0,1,0.56,strip,CARTOON,"Mainly stress, being given Newcastle strip?",19,3,pleat,0.42310431599617004,0.37078917026519775,0.2276688516139984,0.25284820795059204,0.2840951383113861,0.18263748288154602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,1.0,0,0.25
close,proximate,0,1,0.655,Close,NEAR,Close down earmarked stores,37,9,proximate,0.6535564661026001,0.19057849049568176,0.23400843143463135,0.3284856677055359,0.2927478551864624,0.3105512857437134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5555555555555556,0,0.16666666666666666
wine,sauternes,0,1,0.635,wine,RIESLING,"Spreading lies, stop, call for some wine",4,2,sauternes,0.8524067401885986,0.7821916937828064,0.8690006732940674,0.6487752199172974,0.6487753987312317,0.6487752199172974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.4444444444444444,0,0.2222222222222222
march,scuffles,0,1,0.68,march,BORDER,British directive for march,14,10,scuffles,0.7339251041412354,0.39388152956962585,0.6728665828704834,0.40421292185783386,0.45756447315216064,0.28010886907577515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.625,0,0.1
bottle,carafes,0,1,0.76,Bottle,COURAGE,"Bottle, or something Dutchman can get from one",5,1,carafes,0.8325173258781433,0.8318537473678589,0.455532044172287,0.8191612958908081,0.8191612958908081,0.8191612958908081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.8571428571428571,0,0.1
supplies,procures,0,1,0.73,Supplies,EQUIPS,"Supplies ecstasy, crack and a bit of smack",7,2,procures,0.8754193782806396,0.8146674633026123,0.7780861258506775,0.6886546611785889,0.6614466905593872,0.672008216381073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,1.0,0,0.4444444444444444
find,unearthing,0,1,0.515,Find,TRACK DOWN,Find recording sad,18,1,unearthing,0.8722870945930481,0.8385374546051025,0.7601789832115173,0.7191910147666931,0.6829125881195068,0.7126239538192749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.4,0,0.18181818181818182
robot,devices,0,1,0.545,robot,ANDROID,One chasing Doctor Who finally enters with robot,1,1,devices,0.7611844539642334,0.7611844539642334,0.761184811592102,0.6556493639945984,0.6486668586730957,0.5411690473556519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.7142857142857143,0,0.0
stop,bump,0,1,0.575,Stop,KIBOSH,Stop child wiping bottom on bunk,22,1,bump,0.6684929132461548,0.18289883434772491,0.48606762290000916,0.41396284103393555,0.19965001940727234,0.45698875188827515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,3,1.0,0,0.14285714285714285
do,implementing,0,1,0.57,do,CONK,Endless sign of problem with engines arising – before they do?,16,5,implementing,0.7513915300369263,0.710577130317688,0.7549419403076172,0.483040988445282,0.4656801223754883,0.5040428042411804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,12,0.16666666666666666,0,0.0
dress,flagged,0,1,0.655,Dress,ENROBE,"Dress carried back home, eventually",21,2,flagged,0.6333544254302979,0.885678768157959,0.7142703533172607,0.3296002149581909,0.3090166449546814,0.23345381021499634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.7142857142857143,0,0.25
lame,undressed,0,1,0.525,lame,HOBBLE,"King of the blues found in pit, lame",5,5,undressed,0.6781454086303711,0.579664409160614,0.687599778175354,0.5570727586746216,0.355182945728302,0.5447410345077515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.4444444444444444,0,0.1111111111111111
lay_out,put_on,0,1,0.545,Lay out,EXPOUND,Lay out old money,5,2,put_on,0.5210542678833008,0.5533387660980225,0.42196935415267944,0.6324617266654968,0.6240835189819336,0.5429631471633911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5,0.8571428571428571,0,0.4444444444444444
dress,unfasten,0,1,0.6,dress,GARNISH,Sharing making alterations to dress,21,4,unfasten,0.5915577411651611,0.9053059816360474,0.7470564246177673,0.23495903611183167,0.19123989343643188,0.25945591926574707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,7,0.625,0,0.2222222222222222
state,milieu,0,1,0.65,State,ASSAM,State of Massachusetts? Just a western part,11,1,milieu,0.8147913217544556,0.8852925300598145,0.4106466770172119,0.4961376488208771,0.4961376488208771,0.4961376488208771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5,0.8333333333333334,0,0.125
drunk,ecstatic,0,1,0.65,drunk,TIGHT,Tourist attraction with time for son to get drunk,9,16,ecstatic,0.6995542645454407,0.4888080656528473,0.7203221917152405,0.4877777099609375,0.487777978181839,0.4877777099609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.625,0,0.0
course,lines,0,1,0.685,course,DISH,Food is hot but not the whole course,13,8,lines,0.8241729140281677,0.46448084712028503,0.5992387533187866,0.5332143306732178,0.5024689435958862,0.25820690393447876,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5,0.8333333333333334,0,0.2222222222222222
clear,flush,0,1,0.74,clear,NET,What separates court opponents is clear,45,12,flush,0.7709434032440186,0.6710790991783142,0.6904442310333252,0.4644947052001953,0.2964470386505127,0.3215946555137634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,4,1.0,0,0.1111111111111111
cheese,emmentaler,0,1,0.6,cheese,STILTON,Flier about cheese,4,1,emmentaler,0.7808201313018799,0.8137099742889404,0.8382534384727478,0.6778053045272827,0.6778058409690857,0.6778058409690857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,8,0.6,0,0.1
determined,ascertaining,0,1,0.53,Determined,DECIDED,Determined detectives in action,13,5,ascertaining,0.7957308888435364,0.49923229217529297,0.8478824496269226,0.6012422442436218,0.5357025861740112,0.6239054203033447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,8,0.8333333333333334,0,0.45454545454545453
fixed,bared,0,1,0.71,Fixed,PERMANENT,Fixed for each worker attached to hospital department,16,3,bared,0.7217227816581726,0.5448894500732422,0.6500148177146912,0.5966718792915344,0.4921395778656006,0.3667575418949127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,1.0,0,0.25
sleep,resting,0,1,0.785,Sleep,REST,"Sleep on, good man?",6,18,resting,0.5872706174850464,0.41754257678985596,0.5566339492797852,0.6384732723236084,0.5438010692596436,0.660079300403595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,0.7142857142857143,0,0.2222222222222222
fought,rebuff,0,1,0.725,fought,BRAWLED,"Drained, sore internally having fought",4,1,rebuff,0.8480103015899658,0.7117193341255188,0.7769864201545715,0.6010571718215942,0.46763354539871216,0.5422928333282471,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6,1.0,0,0.2222222222222222
fish,crabs,0,1,0.575,fish,TUNA,One with obsessive interest about fish,6,4,crabs,0.9464548230171204,0.8917558789253235,0.957769513130188,0.7470229268074036,0.6267262697219849,0.6089111566543579,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.8,0,0.125
artery,crevices,0,1,0.705,artery,MAIN ROAD,Mother with iron disorder — notice artery,2,1,crevices,0.7041914463043213,0.8556090593338013,0.3687098026275635,0.42535310983657837,0.42325490713119507,0.4161683917045593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,7,0.75,0,0.2222222222222222
fish,sea_bass,0,1,0.59,fish,STURGEON,Sort of bones on the outside of head of tropical fish,6,1,sea_bass,0.9360184073448181,0.9327064752578735,0.9363464117050171,0.7613480091094971,0.7509803771972656,0.7548191547393799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,7,0.5,0,0.125
throw,tosses,0,1,0.575,Throw,BUNG,Throw large cork,20,3,tosses,0.879250168800354,0.3342001438140869,0.5814117193222046,0.8056318759918213,0.6366344094276428,0.6876229047775269,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0.8333333333333334,1,0.2857142857142857
