word,row,synset_name,phrase,self_ref
vedanta,51597,vedanta.n.01,<t>vedanta</t>: (from the Sanskrit for `end of the Veda') one of six orthodox philosophical systems or viewpoints rooted in the Upanishads as opposed to Mimamsa which relies on the Vedas and Brahmanas,False
veer,51598,swerve.v.01,<t>veer</t>: turn sharply; change direction abruptly,False
veered,51599,swerve.v.01,<t>veered</t>: turn sharply; change direction abruptly,False
veering,51600,swerve.n.01,<t>veering</t>: the act of turning aside suddenly,False
veers,51601,swerve.v.01,<t>veers</t>: turn sharply; change direction abruptly,False
veg,51602,vegetable.n.01,<t>veg</t>: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant,False
vega,51603,vega.n.01,<t>vega</t>: prolific Spanish playwright (1562-1635),False
vegetable,51604,vegetable.n.01,<t>vegetable</t>: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant,False
vegetable_marrow,51605,marrow.n.02,<t>vegetable marrow</t>: any of various squash plants grown for their elongated fruit with smooth dark green skin and whitish flesh,False
vegetable_matter,51606,vegetable_matter.n.01,<t>vegetable matter</t>: matter produced by plants or growing in the manner of a plant,False
vegetable_patch,51607,kitchen_garden.n.01,<t>vegetable patch</t>: a small garden where vegetables are grown,False
vegetable_soup,51608,petite_marmite.n.01,<t>vegetable soup</t>: soup made with a variety of vegetables,False
vegetables,51609,vegetable.n.01,<t>vegetables</t>: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant,False
vegetarian,51610,vegetarian.n.01,<t>vegetarian</t>: eater of fruits and grains and nuts; someone who eats no meat or fish or (often) any animal products,False
vegetate,51611,vegetate.v.01,<t>vegetate</t>: lead a passive existence without using one's body or mind,False
vegetation,51612,vegetation.n.01,<t>vegetation</t>: all the plant life in a particular region or period,False
veggie,51613,vegetable.n.01,<t>veggie</t>: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant,False
veggies,51614,vegetable.n.01,<t>veggies</t>: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant,False
vehemence,51615,vehemence.n.01,<t>vehemence</t>: intensity or forcefulness of expression,False
vehement,51616,fierce.s.02,<t>vehement</t>: marked by extreme intensity of emotions or convictions; inclined to react violently; fervid,False
vehicle,51617,vehicle.n.01,<t>vehicle</t>: a conveyance that transports people or objects,False
vehicles,51618,vehicle.n.01,<t>vehicles</t>: a conveyance that transports people or objects,False
veil,51619,head_covering.n.01,<t>veil</t>: a garment that covers the head and face,False
veiled,51620,veil.v.01,"<t>veiled</t>: to obscure, or conceal with or as if with a veil",False
veils,51621,head_covering.n.01,<t>veils</t>: a garment that covers the head and face,False
vein,51622,vein.n.01,<t>vein</t>: a blood vessel that carries blood from the capillaries toward the heart,False
veined,51623,vein.v.01,<t>veined</t>: make a veinlike pattern,False
velcro,51624,velcro.n.01,<t>velcro</t>: nylon fabric used as a fastening,False
veldt,51625,veld.n.01,<t>veldt</t>: elevated open grassland in southern Africa,False
veldts,51626,veld.n.01,<t>veldts</t>: elevated open grassland in southern Africa,False
vellum,51627,vellum.n.01,<t>vellum</t>: a heavy creamy-colored paper resembling parchment,False
velocipede,51628,velocipede.n.01,<t>velocipede</t>: any of several early bicycles with pedals on the front wheel,False
velocity,51629,speed.n.01,<t>velocity</t>: distance travelled per unit time,False
velodrome,51630,velodrome.n.01,<t>velodrome</t>: a banked oval track for bicycle or motorcycle racing,False
velour,51631,velour.n.01,<t>velour</t>: heavy fabric that resembles velvet,False
velum,51632,veil.n.02,<t>velum</t>: a membranous covering attached to the immature fruiting body of certain mushrooms,False
velvet,51633,velvet.n.01,<t>velvet</t>: a silky densely piled fabric with a plain back,False
velveteen,51634,velveteen.n.01,<t>velveteen</t>: a usually cotton fabric with a short pile imitating velvet,False
vena_cava,51635,vena_cava.n.01,<t>vena cava</t>: either of two large veins that return oxygen-depleted blood to the right atrium of the heart,False
venal,51636,corruptible.s.01,<t>venal</t>: capable of being corrupted,False
venality,51637,venality.n.01,<t>venality</t>: prostitution of talents or offices or services for reward,False
vend,51638,peddle.v.01,<t>vend</t>: sell or offer for sale from place to place,False
vendee,51639,buyer.n.01,<t>vendee</t>: a person who buys,False
vendetta,51640,vendetta.n.01,<t>vendetta</t>: a feud in which members of the opposing parties murder each other,False
vending_machine,51641,vending_machine.n.01,<t>vending machine</t>: a slot machine for selling goods,False
vendor,51642,seller.n.01,<t>vendor</t>: someone who promotes or exchanges goods or services for money,False
vendors,51643,seller.n.01,<t>vendors</t>: someone who promotes or exchanges goods or services for money,False
vends,51644,peddle.v.01,<t>vends</t>: sell or offer for sale from place to place,False
vendue,51645,auction.n.02,<t>vendue</t>: the public sale of something to the highest bidder,False
veneer,51646,veneer.n.01,<t>veneer</t>: coating consisting of a thin layer of superior wood glued to a base of inferior wood,False
veneered,51647,veneer.v.01,<t>veneered</t>: cover with veneer,False
veneers,51648,veneer.n.01,<t>veneers</t>: coating consisting of a thin layer of superior wood glued to a base of inferior wood,False
venerable,51649,venerable.s.01,<t>venerable</t>: impressive by reason of age,False
venerate,51650,reverence.v.01,<t>venerate</t>: regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of,False
venerated,51651,reverence.v.01,<t>venerated</t>: regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of,False
veneration,51652,fear.n.03,<t>veneration</t>: a feeling of profound respect for someone or something,False
venereal,51653,genital.a.01,<t>venereal</t>: of or relating to the external sex organs,False
venetian,51654,venetian.n.01,<t>venetian</t>: a resident of Venice,False
venetian_blind,51655,venetian_blind.n.01,<t>venetian blind</t>: a window blind made of horizontal strips that overlap when closed,False
veneto,51656,veneto.n.01,<t>veneto</t>: a region of northeastern Italy on the Adriatic,False
venezuela,51657,venezuela.n.01,<t>venezuela</t>: a republic in northern South America on the Caribbean; achieved independence from Spain in 1811; rich in oil,False
vengeance,51658,vengeance.n.01,<t>vengeance</t>: the act of taking revenge (harming someone in retaliation for something harmful that they have done) especially in the next life; --Romans 12:19; --James Garfield,False
vengeful,51659,revengeful.s.01,<t>vengeful</t>: disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen,False
venial,51660,minor.s.02,<t>venial</t>: warranting only temporal punishment,False
venice,51661,venice.n.01,<t>venice</t>: the provincial capital of Veneto; built on 118 islands within a lagoon in the Gulf of Venice; has canals instead of streets; one of Italy's major ports and a famous tourist attraction,True
venison,51662,venison.n.01,<t>venison</t>: meat from a deer used as food,False
venn,51663,venn.n.01,<t>venn</t>: English logician who introduced Venn diagrams (1834-1923),True
venom,51664,venom.n.01,"<t>venom</t>: toxin secreted by animals; secreted by certain snakes and poisonous insects (e.g., spiders and scorpions)",False
venomous,51665,deadly.s.03,<t>venomous</t>: extremely poisonous or injurious; producing venom,False
vent,51666,vent.n.01,<t>vent</t>: a hole for the escape of gas or air,False
ventilate,51667,vent.v.02,<t>ventilate</t>: expose to cool or cold air so as to cool or freshen,False
ventilator,51668,ventilator.n.01,<t>ventilator</t>: a device (such as a fan) that introduces fresh air or expels foul air,False
ventrally,51669,ventrally.r.01,<t>ventrally</t>: in a ventral location or direction,False
ventricle,51670,ventricle.n.01,<t>ventricle</t>: one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid,False
ventricles,51671,ventricle.n.01,<t>ventricles</t>: one of four connected cavities in the brain; is continuous with the central canal of the spinal cord and contains cerebrospinal fluid,False
ventriloquist,51672,ventriloquist.n.01,<t>ventriloquist</t>: a performer who projects the voice into a wooden dummy,False
vents,51673,vent.n.01,<t>vents</t>: a hole for the escape of gas or air,False
venture,51674,venture.n.01,<t>venture</t>: any venturesome undertaking especially one with an uncertain outcome,False
venture_capital,51675,venture_capital.n.01,<t>venture capital</t>: wealth available for investment in new or speculative enterprises,False
ventured,51676,venture.v.01,<t>ventured</t>: proceed somewhere despite the risk of possible dangers,False
ventures,51677,venture.n.01,<t>ventures</t>: any venturesome undertaking especially one with an uncertain outcome,False
venturesome,51678,audacious.s.03,<t>venturesome</t>: disposed to venture or take risks,False
venue,51679,venue.n.01,<t>venue</t>: the scene of any event or action (especially the place of a meeting),False
venues,51680,venue.n.01,<t>venues</t>: the scene of any event or action (especially the place of a meeting),False
venus,51681,venus.n.01,<t>venus</t>: the second nearest planet to the sun; it is peculiar in that its rotation is slow and retrograde (in the opposite sense of the Earth and all other planets except Uranus); it is visible from Earth as an early `morning star' or an `evening star',False
veracious,51682,veracious.s.01,<t>veracious</t>: habitually speaking the truth,False
veracity,51683,veracity.n.01,<t>veracity</t>: unwillingness to tell lies,False
veranda,51684,veranda.n.01,<t>veranda</t>: a porch along the outside of a building (sometimes partly enclosed),False
verandah,51685,veranda.n.01,<t>verandah</t>: a porch along the outside of a building (sometimes partly enclosed),False
verandahs,51686,veranda.n.01,<t>verandahs</t>: a porch along the outside of a building (sometimes partly enclosed),False
verandas,51687,veranda.n.01,<t>verandas</t>: a porch along the outside of a building (sometimes partly enclosed),False
veratrum,51688,veratrum.n.01,<t>veratrum</t>: a genus of coarse poisonous perennial herbs; sometimes placed in subfamily Melanthiaceae,False
verb,51689,verb.n.01,<t>verb</t>: the word class that serves as the predicate of a sentence,False
verbal,51690,verbal.s.01,<t>verbal</t>: communicated in the form of words,False
verbal_expression,51691,expression.n.03,<t>verbal expression</t>: the communication (in speech or writing) of your beliefs or opinions,False
verbal_noun,51692,verbal_noun.n.01,<t>verbal noun</t>: a noun that is derived from a verb,False
verbalise,51693,verbalize.v.01,<t>verbalise</t>: be verbose,False
verbatim,51694,direct.s.03,<t>verbatim</t>: in precisely the same words used by a writer or speaker,False
verbiage,51695,verbiage.n.01,<t>verbiage</t>: overabundance of words,False
verbose,51696,long-winded.s.01,<t>verbose</t>: using or containing too many words,False
verbosity,51697,verboseness.n.01,<t>verbosity</t>: an expressive style that uses excessive or empty words,False
verboten,51698,forbidden.s.01,<t>verboten</t>: excluded from use or mention,False
verbs,51699,verb.n.01,<t>verbs</t>: the word class that serves as the predicate of a sentence,False
verdant,51700,verdant.s.01,<t>verdant</t>: characterized by abundance of verdure,False
verdi,51701,verdi.n.01,<t>verdi</t>: Italian operatic composer (1813-1901),False
verdict,51702,verdict.n.01,<t>verdict</t>: (law) the findings of a jury on issues of fact submitted to it for decision; can be used in formulating a judgment,False
verdigris,51703,verdigris.n.01,<t>verdigris</t>: a blue or green powder used as a paint pigment,False
verge,51704,brink.n.01,<t>verge</t>: a region marking a boundary,False
verger,51705,verger.n.01,<t>verger</t>: a church officer who takes care of the interior of the building and acts as an attendant (carries the verge) during ceremonies,False
veridical,51706,veridical.s.01,<t>veridical</t>: coinciding with reality; - F.A.Olafson,False
verification,51707,confirmation.n.01,<t>verification</t>: additional proof that something that was believed (some fact or hypothesis or theory) is correct,False
verify,51708,verify.v.01,<t>verify</t>: confirm the truth of,False
verifying,51709,verify.v.01,<t>verifying</t>: confirm the truth of,False
verily,51710,verily.r.01,<t>verily</t>: in truth; certainly; ; - Ps 37:3,False
veritable,51711,regular.s.01,<t>veritable</t>: often used as intensifiers,False
verity,51712,truth.n.02,<t>verity</t>: conformity to reality or actuality,False
verlaine,51713,verlaine.n.01,<t>verlaine</t>: French symbolist poet (1844-1896),False
vermeer,51714,vermeer.n.01,<t>vermeer</t>: Dutch painter renowned for his use of light (1632-1675),False
vermicelli,51715,vermicelli.n.01,<t>vermicelli</t>: pasta in strings thinner than spaghetti,False
vermilion,51716,scarlet.n.01,<t>vermilion</t>: a variable color that is vivid red but sometimes with an orange tinge,False
vermillion,51717,vermilion.s.01,<t>vermillion</t>: of a vivid red to reddish-orange color,False
vermin,51718,vermin.n.01,<t>vermin</t>: an irritating or obnoxious person,False
verminous,51719,verminous.s.01,<t>verminous</t>: of the nature of vermin; very offensive or repulsive,False
vermont,51720,vermont.n.01,<t>vermont</t>: a state in New England,False
vermonter,51721,vermonter.n.01,<t>vermonter</t>: a native or resident of Vermont,False
vermouth,51722,vermouth.n.01,<t>vermouth</t>: any of several white wines flavored with aromatic herbs; used as aperitifs or in mixed drinks,False
vernacular,51723,slang.n.02,<t>vernacular</t>: a characteristic language of a particular group (as among thieves),False
vernal,51724,youthful.s.01,<t>vernal</t>: suggestive of youth; vigorous and fresh,False
verne,51725,verne.n.01,<t>verne</t>: French writer who is considered the father of science fiction (1828-1905),False
vernier,51726,vernier.n.01,<t>vernier</t>: French mathematician who described the vernier scale (1580-1637),True
verona,51727,verona.n.01,<t>verona</t>: a city in Veneto on the River Adige,False
veronese,51728,veronese.n.01,<t>veronese</t>: Italian painter of the Venetian school (1528-1588),False
veronica,51729,veronica.n.01,<t>veronica</t>: any plant of the genus Veronica,True
verrucae,51730,wart.n.03,<t>verrucae</t>: (pathology) a firm abnormal elevated blemish on the skin; caused by a virus,False
versace,51731,versace.n.01,<t>versace</t>: Italian fashion designer (1946-1997),False
versailles,51732,versailles.n.01,<t>versailles</t>: a city in north central France near Paris; site of the Palace of Versailles that was built by Louis XIV in the 17th century,True
versatile,51733,versatile.s.01,<t>versatile</t>: having great diversity or variety,False
versatility,51734,versatility.n.01,<t>versatility</t>: having a wide variety of skills,False
verse,51735,poetry.n.01,<t>verse</t>: literature in metrical form,False
verse_form,51736,poem.n.01,<t>verse form</t>: a composition written in metrical feet forming rhythmical lines,False
versed,51737,midazolam.n.01,<t>versed</t>: an injectable form of benzodiazepine (trade name Versed) useful for sedation and for reducing pain during uncomfortable medical procedures,True
verses,51738,poetry.n.01,<t>verses</t>: literature in metrical form,False
versifier,51739,rhymer.n.01,<t>versifier</t>: a writer who composes rhymes; a maker of poor verses (usually used as terms of contempt for minor or inferior poets),False
version,51740,version.n.01,<t>version</t>: an interpretation of a matter from a particular viewpoint,False
versions,51741,version.n.01,<t>versions</t>: an interpretation of a matter from a particular viewpoint,False
verso,51742,verso.n.01,<t>verso</t>: left-hand page,False
vertebra,51743,vertebra.n.01,<t>vertebra</t>: one of the bony segments of the spinal column,False
vertebrae,51744,vertebra.n.01,<t>vertebrae</t>: one of the bony segments of the spinal column,False
vertebral,51745,vertebral.a.01,<t>vertebral</t>: of or relating to or constituting vertebrae,False
vertebrate,51746,vertebrate.n.01,<t>vertebrate</t>: animals having a bony or cartilaginous skeleton with a segmented spinal column and a large brain enclosed in a skull or cranium,False
vertex,51747,vertex.n.01,<t>vertex</t>: the point of intersection of lines or the point opposite the base of a figure,False
vertexes,51748,vertex.n.01,<t>vertexes</t>: the point of intersection of lines or the point opposite the base of a figure,False
vertical,51749,vertical.n.01,<t>vertical</t>: something that is oriented vertically,False
vertically,51750,vertically.r.01,<t>vertically</t>: in a vertical direction,False
vertices,51751,vertex.n.01,<t>vertices</t>: the point of intersection of lines or the point opposite the base of a figure,False
vertigo,51752,dizziness.n.01,<t>vertigo</t>: a reeling sensation; a feeling that you are about to fall,False
vervain,51753,verbena.n.01,<t>vervain</t>: any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers,False
verve,51754,vitality.n.01,<t>verve</t>: an energetic style,False
vervet,51755,vervet.n.01,<t>vervet</t>: South African monkey with black face and hands,False
very,51756,very.s.01,<t>very</t>: precisely as stated,False
very_fast,51757,in_no_time.r.01,<t>very fast</t>: in a relatively short time,False
very_important_person,51758,very_important_person.n.01,<t>very important person</t>: an important or influential (and often overbearing) person,False
very_light,51759,very_light.n.01,<t>very light</t>: a colored flare fired from a Very pistol,False
very_much,51760,a_lot.r.01,<t>very much</t>: to a very great degree or extent,False
very_much_like,51761,much_as.r.01,<t>very much like</t>: in a similar way,False
very_well,51762,first-rate.r.01,<t>very well</t>: quite well,False
vesical,51763,vesical.a.01,<t>vesical</t>: of or relating to a bladder (especially the urinary bladder),False
vesicle,51764,vesicle.n.01,<t>vesicle</t>: a small anatomically normal sac or bladderlike structure (especially one containing fluid),False
vesicular,51765,vesicular.a.01,<t>vesicular</t>: of or relating to or involving vesicles,False
vespa,51766,vespa.n.01,<t>vespa</t>: type genus of the Vespidae: various hornets and yellow jackets,False
vesper,51767,evening_star.n.01,<t>vesper</t>: a planet (usually Venus) seen at sunset in the western sky,False
vespers,51768,vespers.n.01,<t>vespers</t>: the sixth of the seven canonical hours of the divine office; early evening; now often made a public service on Sundays,False
vessel,51769,vessel.n.01,<t>vessel</t>: a tube in which a body fluid circulates,False
vessels,51770,vessel.n.01,<t>vessels</t>: a tube in which a body fluid circulates,False
vest,51771,vest.n.01,<t>vest</t>: a man's sleeveless garment worn underneath a coat,False
vesta,51772,vesta.n.01,<t>vesta</t>: (Roman mythology) goddess of the hearth and its fire whose flame was tended by vestal virgins; counterpart of Greek Hestia,False
vestal,51773,vestal.n.01,<t>vestal</t>: a chaste woman,False
vestibule,51774,anteroom.n.01,<t>vestibule</t>: a large entrance or reception room or area,False
vestige,51775,trace.n.02,<t>vestige</t>: an indication that something has been present,False
vestiges,51776,trace.n.02,<t>vestiges</t>: an indication that something has been present,False
vestment,51777,vestment.n.01,<t>vestment</t>: gown (especially ceremonial garments) worn by the clergy,False
vestments,51778,vestment.n.01,<t>vestments</t>: gown (especially ceremonial garments) worn by the clergy,False
vestry,51779,vestry.n.01,<t>vestry</t>: in the Protestant Episcopal Church: a committee elected by the congregation to work with the churchwardens in managing the temporal affairs of the church,False
vesuvius,51780,vesuvius.n.01,<t>vesuvius</t>: a volcano in southwestern Italy on the Mediterranean coast; a Plinian eruption in 79 AD buried Pompeii and killed Pliny the Elder; last erupted in 1944,False
vet,51781,veterinarian.n.01,<t>vet</t>: a doctor who practices veterinary medicine,False
vetch,51782,vetch.n.01,<t>vetch</t>: any of various climbing plants of the genus Vicia having pinnately compound leaves that terminate in tendrils and small variously colored flowers; includes valuable forage and soil-building plants,False
veteran,51783,veteran.n.01,<t>veteran</t>: a serviceman who has seen considerable active service,False
veteran_soldier,51784,veteran.n.01,<t>veteran soldier</t>: a serviceman who has seen considerable active service,False
veterans,51785,veteran.n.01,<t>veterans</t>: a serviceman who has seen considerable active service,False
veto,51786,veto.n.01,<t>veto</t>: a vote that blocks a decision,False
vetoed,51787,veto.v.01,<t>vetoed</t>: vote against; refuse to endorse; refuse to assent,False
vetoes,51788,veto.n.01,<t>vetoes</t>: a vote that blocks a decision,False
vetoing,51789,veto.v.01,<t>vetoing</t>: vote against; refuse to endorse; refuse to assent,False
vets,51790,veterinarian.n.01,<t>vets</t>: a doctor who practices veterinary medicine,False
vetted,51791,vet.v.01,<t>vetted</t>: work as a veterinarian,False
vex,51792,annoy.v.01,"<t>vex</t>: cause annoyance in; disturb, especially by minor irritations",False
vexation,51793,annoyance.n.02,<t>vexation</t>: anger produced by some annoying irritation,False
vexations,51794,annoyance.n.02,<t>vexations</t>: anger produced by some annoying irritation,False
vexatious,51795,annoying.s.01,<t>vexatious</t>: causing irritation or annoyance,False
vexed,51796,annoy.v.01,"<t>vexed</t>: cause annoyance in; disturb, especially by minor irritations",False
vexes,51797,annoy.v.01,"<t>vexes</t>: cause annoyance in; disturb, especially by minor irritations",False
vexing,51798,annoy.v.01,"<t>vexing</t>: cause annoyance in; disturb, especially by minor irritations",False
via_media,51799,compromise.n.01,<t>via media</t>: a middle way between two extremes,False
viability,51800,viability.n.01,<t>viability</t>: (of living things) capable of normal growth and development,False
viable,51801,feasible.s.01,<t>viable</t>: capable of being done with means at hand and circumstances as they are,False
viaduct,51802,viaduct.n.01,<t>viaduct</t>: bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley,False
viaducts,51803,viaduct.n.01,<t>viaducts</t>: bridge consisting of a series of arches supported by piers used to carry a road (or railroad) over a valley,False
viagra,51804,sildenafil.n.01,<t>viagra</t>: virility drug (trade name Viagra) used to treat erectile dysfunction in men,True
vial,51805,phial.n.01,<t>vial</t>: a small bottle that contains a drug (especially a sealed sterile container for injection by needle),False
vials,51806,phial.n.01,<t>vials</t>: a small bottle that contains a drug (especially a sealed sterile container for injection by needle),False
viand,51807,viand.n.01,<t>viand</t>: a choice or delicious dish,False
viands,51808,commissariat.n.01,<t>viands</t>: a stock or supply of foods,False
vibe,51809,vibration.n.04,<t>vibe</t>: a distinctive emotional aura experienced instinctively,False
vibes,51810,vibraphone.n.01,<t>vibes</t>: a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound,False
vibist,51811,vibist.n.01,<t>vibist</t>: a musician who plays the vibraphone,False
vibraharp,51812,vibraphone.n.01,<t>vibraharp</t>: a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound,False
vibrancy,51813,plangency.n.01,<t>vibrancy</t>: having the character of a loud deep sound; the quality of being resonant,False
vibrant,51814,vibrant.s.01,<t>vibrant</t>: vigorous and animated,False
vibrate,51815,vibrate.v.01,"<t>vibrate</t>: shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner",False
vibrated,51816,vibrate.v.01,"<t>vibrated</t>: shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner",False
vibrating,51817,vibrate.v.01,"<t>vibrating</t>: shake, quiver, or throb; move back and forth rapidly, usually in an uncontrolled manner",False
vibration,51818,vibration.n.01,<t>vibration</t>: the act of vibrating,False
vibrations,51819,vibration.n.01,<t>vibrations</t>: the act of vibrating,False
vibratory,51820,vibratory.s.01,<t>vibratory</t>: moving very rapidly to and fro or up and down,False
vibrio,51821,vibrio.n.01,<t>vibrio</t>: curved rodlike motile bacterium,False
vicar,51822,vicar.n.01,<t>vicar</t>: a Roman Catholic priest who acts for another higher-ranking clergyman,False
vicar_of_christ,51823,pope.n.01,<t>vicar of christ</t>: the head of the Roman Catholic Church,False
vicarage,51824,parsonage.n.01,<t>vicarage</t>: an official residence provided by a church for its parson or vicar or rector,False
vicarious,51825,vicarious.s.01,<t>vicarious</t>: experienced at secondhand,False
vicars,51826,vicar.n.01,<t>vicars</t>: a Roman Catholic priest who acts for another higher-ranking clergyman,False
vice,51827,frailty.n.02,<t>vice</t>: moral weakness,False
vice_chancellor,51828,vice_chancellor.n.01,<t>vice chancellor</t>: a deputy or assistant to someone bearing the title of chancellor,False
vice_president,51829,vice_president.n.01,<t>vice president</t>: an executive officer ranking immediately below a president; may serve in the president's place under certain circumstances,False
vice_squad,51830,vice_squad.n.01,<t>vice squad</t>: a police group to enforce laws against gambling and prostitution,False
vice_versa,51831,vice_versa.r.01,<t>vice versa</t>: with the order reversed,False
viceroy,51832,viceroy.n.01,<t>viceroy</t>: governor of a country or province who rules as the representative of his or her king or sovereign,False
vices,51833,frailty.n.02,<t>vices</t>: moral weakness,False
vichyssoise,51834,vichyssoise.n.01,<t>vichyssoise</t>: a creamy potato soup flavored with leeks and onions; usually served cold,False
vicinal,51835,vicinal.a.01,<t>vicinal</t>: belonging to or limited to a vicinity,False
vicinity,51836,vicinity.n.01,<t>vicinity</t>: a surrounding or nearby region,False
vicious,51837,barbarous.s.01,<t>vicious</t>: (of persons or their actions) able or disposed to inflict pain or suffering,False
vicious_circle,51838,vicious_circle.n.01,<t>vicious circle</t>: one trouble leads to another that aggravates the first,False
victim,51839,victim.n.01,<t>victim</t>: an unfortunate person who suffers from some adverse circumstance,False
victimisation,51840,exploitation.n.02,<t>victimisation</t>: an act that exploits or victimizes someone (treats them unfairly),False
victimise,51841,victimize.v.01,<t>victimise</t>: make a victim of,False
victims,51842,victim.n.01,<t>victims</t>: an unfortunate person who suffers from some adverse circumstance,False
victor,51843,victor.n.01,<t>victor</t>: a combatant who is able to defeat rivals,False
victor_hugo,51844,hugo.n.01,<t>victor hugo</t>: French poet and novelist and dramatist; leader of the romantic movement in France (1802-1885),False
victoria,51845,victoria.n.01,<t>victoria</t>: queen of Great Britain and Ireland and empress of India from 1837 to 1901; the last Hanoverian ruler of England (1819-1901),False
victoria_cross,51846,victoria_cross.n.01,<t>victoria cross</t>: a British military decoration for gallantry,False
victoria_plum,51847,victoria_plum.n.01,<t>victoria plum</t>: a large red plum served as dessert,False
victoria_sponge,51848,victoria_sandwich.n.01,<t>victoria sponge</t>: a cake consisting of two layers of sponge cake with a jelly filling in between,False
victorian,51849,victorian.n.01,<t>victorian</t>: a person who lived during the reign of Victoria,False
victoriana,51850,victoriana.n.01,<t>victoriana</t>: collection of materials of or characteristic of the Victorian era,False
victories,51851,victory.n.01,<t>victories</t>: a successful ending of a struggle or contest,False
victorious,51852,victorious.s.01,<t>victorious</t>: having won,False
victory,51853,victory.n.01,<t>victory</t>: a successful ending of a struggle or contest,False
victuals,51854,commissariat.n.01,<t>victuals</t>: a stock or supply of foods,False
vicuna,51855,vicuna.n.01,<t>vicuna</t>: the wool of the vicuna,True
vidal,51856,vidal.n.01,<t>vidal</t>: United States writer (born in 1925),False
videlicet,51857,namely.r.01,<t>videlicet</t>: as follows,False
video,51858,video.n.01,<t>video</t>: the visible part of a television transmission,False
video_game,51859,computer_game.n.01,<t>video game</t>: a game played against a computer,False
videos,51860,video.n.01,<t>videos</t>: the visible part of a television transmission,False
videotaped,51861,videotape.v.01,<t>videotaped</t>: record on videotape,False
vie,51862,compete.v.01,<t>vie</t>: compete for something; engage in a contest; measure oneself against others,False
vied,51863,compete.v.01,<t>vied</t>: compete for something; engage in a contest; measure oneself against others,False
vienna,51864,vienna.n.01,<t>vienna</t>: the capital and largest city of Austria; located on the Danube in northeastern Austria; was the home of Beethoven and Brahms and Haydn and Mozart and Schubert and Strauss,False
vietnam,51865,vietnam.n.01,<t>vietnam</t>: a communist state in Indochina on the South China Sea; achieved independence from France in 1945,False
vietnamese,51866,vietnamese.n.01,<t>vietnamese</t>: a native or inhabitant of Vietnam,False
view,51867,position.n.03,<t>view</t>: a way of regarding situations or topics etc.,False
viewed,51868,see.v.05,<t>viewed</t>: deem to be,False
viewer,51869,spectator.n.01,<t>viewer</t>: a close observer; someone who looks at something (such as an exhibition of some kind),False
viewers,51870,viewing_audience.n.01,<t>viewers</t>: the audience reached by television,False
viewfinder,51871,finder.n.03,<t>viewfinder</t>: optical device that helps a user to find the target of interest,False
viewing,51872,screening.n.01,<t>viewing</t>: the display of a motion picture,False
viewpoint,51873,point_of_view.n.01,<t>viewpoint</t>: a mental position from which things are viewed,False
views,51874,position.n.03,<t>views</t>: a way of regarding situations or topics etc.,False
vigil,51875,vigil.n.01,<t>vigil</t>: a period of sleeplessness,False
vigilance,51876,watchfulness.n.01,<t>vigilance</t>: the process of paying close and continuous attention,False
vigilant,51877,argus-eyed.s.02,<t>vigilant</t>: carefully observant or attentive; on the lookout for possible danger,False
vigilante,51878,vigilante.n.01,<t>vigilante</t>: member of a vigilance committee,False
vigilantes,51879,vigilante.n.01,<t>vigilantes</t>: member of a vigilance committee,False
vigilantly,51880,vigilantly.r.01,<t>vigilantly</t>: in a watchful manner,False
vigils,51881,vigil.n.01,<t>vigils</t>: a period of sleeplessness,False
vignette,51882,sketch.n.02,<t>vignette</t>: a brief literary description,False
vigor,51883,energy.n.02,<t>vigor</t>: forceful exertion,False
vigorous,51884,vigorous.s.01,<t>vigorous</t>: characterized by forceful and energetic action or activity,False
vigorously,51885,vigorously.r.01,<t>vigorously</t>: with vigor; in a vigorous manner,False
vigour,51886,energy.n.02,<t>vigour</t>: forceful exertion,False
viking,51887,viking.n.01,<t>viking</t>: any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries,False
vikings,51888,viking.n.01,<t>vikings</t>: any of the Scandinavian people who raided the coasts of Europe from the 8th to the 11th centuries,False
vile,51889,despicable.s.01,<t>vile</t>: morally reprehensible,False
vilification,51890,smear.n.01,<t>vilification</t>: slanderous defamation,False
vilified,51891,vilify.v.01,<t>vilified</t>: spread negative information about,False
vilify,51892,vilify.v.01,<t>vilify</t>: spread negative information about,False
vilifying,51893,vilify.v.01,<t>vilifying</t>: spread negative information about,False
