clue_id,definition,answer_wn,distractor_wn,anchor,positive,negative
640665,Got,obtained,scored,<t>Got</t> excited at one bid,<t>obtained</t>: come into possession of,<t>scored</t>: gain points in a game
640676,Expert,maestro,knowledgeable,<t>Expert</t> support — seamer keeps up,<t>maestro</t>: an artist of consummate skill,<t>knowledgeable</t>: highly educated; having extensive information or understanding
640681,Precedents,test_cases,rundowns,<t>Precedents</t> established in international trials?,<t>test cases</t>: a representative legal action whose outcome is likely to become a precedent,<t>rundowns</t>: a concluding summary (as in presenting a case before a law court)
640682,cooler,minibar,sweetest,Rigid shaft under car must be <t>cooler</t>,<t>minibar</t>: sideboard with compartments for holding bottles,<t>sweetest</t>: having or denoting the characteristic taste of sugar
640683,Develops,sprouts,evens,<t>Develops</t> odds on heavy defeats,<t>sprouts</t>: any new growth of a plant such as a new branch or a bud,<t>evens</t>: the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
640686,Temper,inure,vitality,"<t>Temper</t> of Jack, leaving hurt",<t>inure</t>: cause to accept or become hardened to; habituate,<t>vitality</t>: an energetic style
640692,dwelling,bungalow,nestling,Block in front of a humble <t>dwelling</t>,<t>bungalow</t>: a small house with a single story,<t>nestling</t>: young bird not yet fledged
640693,Feast,easter,picnic,<t>Feast</t> where diner consumes last of eggs,<t>easter</t>: a Christian celebration of the Resurrection of Christ; celebrated on the Sunday following the first full moon after the vernal equinox,<t>picnic</t>: a day devoted to an outdoor social gathering
640702,March,demo,swings,"<t>March</t> in parade, monotonous",<t>demo</t>: a visual presentation showing how something works,<t>swings</t>: a state of steady vigorous action that is characteristic of an activity
640706,fruit,mangoes,terminations,Chap is off <t>fruit</t>,<t>mangoes</t>: large evergreen tropical tree cultivated for its large oval fruit,<t>terminations</t>: a coming to an end of a contract period
640707,Sport,showjumping,athletics,<t>Sport</t> bound to feature in broadcast,<t>showjumping</t>: riding horses in competitions over set courses to demonstrate skill in jumping over obstacles,<t>athletics</t>: an active diversion requiring physical exertion and competition
640719,Item,article,rootlet,"<t>Item</t>, extremely large, at rear of lorry",<t>article</t>: nonfictional prose forming an independent part of a publication,<t>rootlet</t>: small root or division of a root
640725,award,present,honour,Quietly feel offended by <t>award</t>,<t>present</t>: the period of time that is happening now; any continuous stretch of time including the moment of speech,<t>honour</t>: the state of being honored
640727,express,bullet_train,dump,"Get round by coach, <t>express</t>",<t>bullet train</t>: a high-speed passenger train,<t>dump</t>: a coarse term for defecation
640728,carriage,chariot,sledges,Check on a violent disturbance in <t>carriage</t>,<t>chariot</t>: a light four-wheel horse-drawn ceremonial carriage,<t>sledges</t>: a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow
640729,Irritate,annoy,irritating,<t>Irritate</t> some? Small number inside,"<t>annoy</t>: cause annoyance in; disturb, especially by minor irritations","<t>irritating</t>: cause annoyance in; disturb, especially by minor irritations"
640733,Backache,lumbago,catarrh,<t>Backache</t> caused by taking piano out of plant,<t>lumbago</t>: backache affecting the lumbar region or lower back; can be caused by muscle strain or arthritis or vascular insufficiency or a ruptured intervertebral disc,<t>catarrh</t>: inflammation of the nose and throat with increased production of mucus
640741,theatre,arena,fiesta,Name appearing in parish <t>theatre</t>,<t>arena</t>: a particular environment or walk of life,<t>fiesta</t>: an elaborate party (often outdoors)
640790,Exploiting,predatory,machinating,<t>Exploiting</t> others portrayed differently,<t>predatory</t>: characterized by plundering or pillaging or marauding,<t>machinating</t>: arrange by systematic planning and united effort
640805,bit,nipped,strips,Quickly moved <t>bit</t>,<t>nipped</t>: squeeze tightly between the fingers,<t>strips</t>: a relatively long narrow piece of something
640807,Blast,curse,jerk,"<t>Blast</t> occurs, exploding shelters",<t>curse</t>: profane or obscene expression usually of surprise or anger,<t>jerk</t>: a dull stupid fatuous person
640813,Charges,onuses,provision,<t>Charges</t> acceptable with services,<t>onuses</t>: an onerous or difficult concern,<t>provision</t>: a stipulated condition
640814,mask,guise,sheathes,Picked up ties for canvas <t>mask</t>,<t>guise</t>: an artful or simulated semblance,<t>sheathes</t>: cover with a protective sheathing
640829,Dreary,sunless,ratty,<t>Dreary</t> if not having succeeded at first,<t>sunless</t>: filled or abounding with clouds,<t>ratty</t>: of or characteristic of rats
640832,saw,spied,hear,One trapped in belted <t>saw</t>,<t>spied</t>: catch sight of,<t>hear</t>: perceive (sound) via the auditory sense
640841,Forefather,ancestor,owen,<t>Forefather</t> described by romance story,<t>ancestor</t>: someone from whom you are descended (but usually more remote than a grandparent),<t>owen</t>: Welsh industrialist and social reformer who founded cooperative communities (1771-1858)
640846,Metropolitan,urban,oxonian,<t>Metropolitan</t> old city with prohibition,<t>urban</t>: relating to or concerned with a city or densely populated area,<t>oxonian</t>: a native or resident of Oxford
640853,bird,oystercatcher,caracara,"Treachery cost criminal, getting <t>bird</t>",<t>oystercatcher</t>: black-and-white shorebird with stout legs and bill; feed on oysters etc.,<t>caracara</t>: any of various long-legged carrion-eating hawks of South America and Central America
640855,Getting,understanding,recovers,"<t>Getting</t> nude isn’t grand, changing",<t>understanding</t>: the cognitive condition of someone who understands,<t>recovers</t>: get or find back; recover the use of
640859,obliteration,erasure,elaboration,Age certain to produce <t>obliteration</t>,<t>erasure</t>: a correction made by erasing,<t>elaboration</t>: addition of extra material or illustration or clarifying detail
640870,Union,confederation,colonies,Etonian forced to change <t>Union</t>,<t>confederation</t>: the state of being allied or confederated,<t>colonies</t>: a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government
640871,arrogant,uppity,abortive,Quiet shame follows United getting <t>arrogant</t>,<t>uppity</t>: presumptuously arrogant; ; - S.V.Benet; - NY Times,<t>abortive</t>: failing to accomplish an intended result
640897,Row,line,strands,"<t>Row</t>, some quarrel in essence",<t>line</t>: a formation of people or things one beside another,<t>strands</t>: a pattern forming a unity within a larger structural whole
640913,sharp,on_the_dot,soft,"Turn to honed instrument in the end, <t>sharp</t>",<t>on the dot</t>: just as it should be,<t>soft</t>: yielding readily to pressure or weight
640914,Philosopher,socrates,antiquary,<t>Philosopher</t> needs help to carry box,<t>socrates</t>: ancient Athenian philosopher; teacher of Plato and Xenophon (470-399 BC),<t>antiquary</t>: an expert or collector of antiquities
640926,Frisky,amorous,leggy,<t>Frisky</t> body about to welcome naked clique,<t>amorous</t>: inclined toward or displaying love,<t>leggy</t>: (of plants) having tall spindly stems
640933,Impromptu,ad_hoc,onslaught,<t>Impromptu</t> party outside hotel hosted by Bill?,<t>ad hoc</t>: often improvised or impromptu,<t>onslaught</t>: a sudden and severe onset of trouble
640946,Liner,lusitania,coats,<t>Liner</t> in a suit damaged — note written about it,<t>lusitania</t>: ancient region and Roman province on the Iberian Peninsula; corresponds roughly to modern Portugal and parts of Spain,<t>coats</t>: an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
640951,Store,amass,factory,<t>Store</t> offering adult service,<t>amass</t>: collect or gather,<t>factory</t>: a plant consisting of one or more buildings with facilities for manufacturing
640954,Brandy,marc,bitter_lemons,<t>Brandy</t> may see study going west!,<t>marc</t>: made from residue of grapes or apples after pressing,<t>bitter lemons</t>: tart lemon-flavored carbonated drink
640956,Poor,breadline,hopeless,<t>Poor</t> souls waiting at the hole in the wall?,<t>breadline</t>: a queue of people waiting for free food,<t>hopeless</t>: without hope because there seems to be no possibility of comfort or success
640964,affair,occasion,job,Justification for <t>affair</t>?,<t>occasion</t>: an event that occurs at a critical time,<t>job</t>: the principal activity in your life that you do to earn money
640968,Dressing,brown_sauce,masking,<t>Dressing</t> no cub wears out,<t>brown sauce</t>: a sauce based on soy sauce,<t>masking</t>: the act of concealing the existence of something by obstructing the view of it
640969,Simple,bald,piquant,<t>Simple</t> line crossed by criminal,<t>bald</t>: grow bald; lose hair on one's head,<t>piquant</t>: having an agreeably pungent taste
640976,fan,adherent,smasher,"The girl’s in a depression, being a <t>fan</t>",<t>adherent</t>: someone who believes and helps to spread the doctrine of another,<t>smasher</t>: a person who smashes something
640979,Improvised,impromptu,emends,<t>Improvised</t> setter’s cue on origin of universe,<t>impromptu</t>: an extemporaneous speech or remark,<t>emends</t>: make improvements or corrections to
640984,recess,apse,taper,Primate must welcome son for <t>recess</t>,<t>apse</t>: a domed or vaulted recess or projection on a building especially the east end of a church; usually contains the altar,<t>taper</t>: a convex shape that narrows toward a point
640987,boss,stud,staff,Murphy needs time to replace quiet <t>boss</t>,<t>stud</t>: a man who is virile and sexually active,<t>staff</t>: personnel who assist their superior in carrying out an assigned task
640988,Hat,biretta,tin_hat,<t>Hat</t> could be attire designed by Balenciaga originally,<t>biretta</t>: a stiff cap with ridges across the crown; worn by Roman Catholic clergy,<t>tin hat</t>: a lightweight protective helmet (plastic or metal) worn by construction workers
640989,yields,submits,affording,Proposes <t>yields</t>,<t>submits</t>: refer for judgment or consideration,<t>affording</t>: be able to spare or give up
641020,Gather,amass,shackled,<t>Gather</t> a crowd,<t>amass</t>: collect or gather,<t>shackled</t>: bind the arms of
641024,worship,service,embraced,Tree <t>worship</t>?,<t>service</t>: work done by one person or group that benefits another,<t>embraced</t>: include in scope; include as part of something broader; have as one's sphere or territory
641039,Partner,better_half,constable,"<t>Partner</t> improved, to tie",<t>better half</t>: a person's partner in marriage,<t>constable</t>: a lawman with less authority and jurisdiction than a sheriff
641046,outhouse,shed,sanatorium,The woman and daughter in <t>outhouse</t>,<t>shed</t>: an outbuilding with a single story; used for shelter or storage,<t>sanatorium</t>: a hospital for recuperation or for the treatment of chronic diseases
641081,Stud,boss,trammel,<t>Stud</t> manager,<t>boss</t>: a person who exercises control over workers,<t>trammel</t>: a fishing net with three layers; the outer two are coarse mesh and the loose inner layer is fine mesh
641088,Rhythm,cadence,overtones,<t>Rhythm</t> of new dance in church,<t>cadence</t>: (prosody) the accent in a metrical foot of verse,<t>overtones</t>: (usually plural) an ulterior implicit meaning or quality
641089,Book,reserve,document,<t>Book</t> substitute,<t>reserve</t>: formality and propriety of manner,<t>document</t>: writing that provides information (especially information of an official nature)
641089,substitute,reserve,beggars,Book <t>substitute</t>,<t>reserve</t>: formality and propriety of manner,<t>beggars</t>: a pauper who lives by begging
641091,Stoat,ermine,cushion,<t>Stoat</t> in mere swimming,<t>ermine</t>: the expensive white fur of the ermine,<t>cushion</t>: a mechanical damper; absorbs energy of sudden impulses
641105,Hide,skin,squelched,<t>Hide</t> family under Samaritan’s roof,<t>skin</t>: a natural protective body covering and site of the sense of touch,<t>squelched</t>: suppress or crush completely
641143,briefly,in_short,inwardly,One touching prickly thorns <t>briefly</t>,<t>in short</t>: in a concise manner; in a few words,<t>inwardly</t>: with respect to private feelings
641162,City,coventry,precinct,<t>City</t> where group of witches go,<t>coventry</t>: the state of being banished or ostracized (excluded from society by general consent),<t>precinct</t>: a district of a city or town marked out for administrative purposes
641163,dance,trip,waddles,Holiday <t>dance</t>,<t>trip</t>: a journey for some purpose (usually including the return),<t>waddles</t>: walking with short steps and the weight tilting from one foot to the other
641181,seafood,squid,finnan_haddock,Engineer dismissed by gentleman who’s landed day’s <t>seafood</t>,<t>squid</t>: (Italian cuisine) squid prepared as food,<t>finnan haddock</t>: haddock usually baked but sometimes broiled with lots of butter
641188,Ring,signet,flutes,<t>Ring</t> The Swan earlier on the phone,<t>signet</t>: a seal (especially one used to mark documents officially),<t>flutes</t>: a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown
641201,subordinate,ancillary,underlying,Name adopted by racially abused <t>subordinate</t>,<t>ancillary</t>: furnishing added support,<t>underlying</t>: be or form the base for
641202,encore,again,debauch,American has answer during short <t>encore</t>,<t>again</t>: anew,<t>debauch</t>: a wild gathering involving excessive drinking and promiscuity
641203,Help,assist,deal,<t>Help</t> musician losing lead,<t>assist</t>: the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,<t>deal</t>: a particular instance of buying or selling
641205,racing yacht,dragon,steeplechaser,Tediously continue <t>racing yacht</t>,<t>dragon</t>: a creature of Teutonic mythology; usually represented as breathing fire and having a reptilian body and sometimes wings,<t>steeplechaser</t>: a horse trained to run in steeplechases
641212,Get rid of,eradicate,pay_off,"<t>Get rid of</t> poor read that is about queen, perhaps",<t>eradicate</t>: kill in large numbers,<t>pay off</t>: yield a profit or result
641214,Sign,placard,notations,<t>Sign</t> mostly put on a road,<t>placard</t>: a sign posted in a public place as an advertisement,<t>notations</t>: a technical system of symbols used to represent special things
641217,stern,rear,stumps,"In lecture, a reason for being <t>stern</t>",<t>rear</t>: the back of a military formation or procession,<t>stumps</t>: the base part of a tree that remains standing after the tree has been felled
641224,Cardinal,fourteen,ampler,<t>Cardinal</t> may see fortune wasted taking drug,<t>fourteen</t>: the cardinal number that is the sum of thirteen and one,<t>ampler</t>: more than enough in size or scope or capacity
641242,scene,landscape,purgatory,Left with son before head causes <t>scene</t>,<t>landscape</t>: an expanse of scenery that can be seen in a single view,<t>purgatory</t>: a temporary condition of torment or suffering
641247,summerhouse,gazebo,natatoria,Look over the top of big old <t>summerhouse</t>,<t>gazebo</t>: a small roofed building affording shade and rest,<t>natatoria</t>: pool that provides a facility for swimming
641254,Forming,moulding,meld,<t>Forming</t> an architectural feature,<t>moulding</t>: a decorative strip used for ornamentation or finishing,<t>meld</t>: a form of rummy using two decks of cards and four jokers; jokers and deuces are wild; the object is to form groups of the same rank
641257,conflict,battle,isolation,Bishop and former PM briefly in <t>conflict</t>,<t>battle</t>: a hostile meeting of opposing military forces in the course of a war,<t>isolation</t>: a state of separation between persons or groups
641258,Sculpture,bust,plaster,<t>Sculpture</t> shattered,<t>bust</t>: a complete failure,<t>plaster</t>: a mixture of lime or gypsum with sand and water; hardens into a smooth solid; used to cover walls and ceilings
641294,Perfectly,flawlessly,perfect,<t>Perfectly</t> chaotic boarding jet,<t>flawlessly</t>: in an adroit manner,<t>perfect</t>: a tense of verbs used in describing action that has been completed (sometimes regarded as perfective aspect)
641297,urchin,ragamuffin,cody,A cake put on cloth for <t>urchin</t>,<t>ragamuffin</t>: a dirty shabbily clothed urchin,<t>cody</t>: United States showman famous for his Wild West Show (1846-1917)
641301,Plain,tundra,neat,<t>Plain</t> fish cut by doctor,<t>tundra</t>: a vast treeless plain in the Arctic regions where the subsoil is permanently frozen,<t>neat</t>: clean or organized
641302,Top,jersey,acme,<t>Top</t> island,<t>jersey</t>: a Mid-Atlantic state on the Atlantic; one of the original 13 colonies,<t>acme</t>: the highest level or degree attainable; the highest stage of development
641305,Somewhat,a_trifle,quasi,<t>Somewhat</t> towards arm,<t>a trifle</t>: to a small degree; somewhat,<t>quasi</t>: having some resemblance
641308,So,really,just,"<t>So</t>, that seems unlikely",<t>really</t>: in accordance with truth or fact or reality,<t>just</t>: used especially of what is legally or ethically right or proper or fitting; - A.Lincoln
641310,sheet,tarpaulin,sheet,Jack: boy in <t>sheet</t>,<t>tarpaulin</t>: waterproofed canvas,<t>sheet</t>: any broad thin expanse or surface
641311,Bitterness,acrimony,languor,<t>Bitterness</t> one day encapsulated by a lament,<t>acrimony</t>: a rough and bitter manner,<t>languor</t>: a relaxed comfortable feeling
641313,common,ignoble,unique,"British in Foreign Legion, <t>common</t>","<t>ignoble</t>: completely lacking nobility in character or quality or purpose; ; - Oliver Wendell Holmes, Jr.",<t>unique</t>: radically distinctive and without equal
641314,Empty,vacant,packed,<t>Empty</t> vessel filling another?,<t>vacant</t>: void of thought or knowledge,<t>packed</t>: arrange in a container
641403,Cut,mown,broken,"<t>Cut</t> beef, by the sound of it?",<t>mown</t>: cut with a blade or mower,<t>broken</t>: terminate
641407,killer,garotte,man-eaters,"In attendance, corrupt potential <t>killer</t>",<t>garotte</t>: an instrument of execution for execution by strangulation,<t>man-eaters</t>: a person who eats human flesh
641412,Activate,trip,unlock,<t>Activate</t> mind-blowing experience,<t>trip</t>: a journey for some purpose (usually including the return),<t>unlock</t>: open the lock of
641414,it,imagine,oddments,Picture — take <t>it</t>,<t>imagine</t>: form a mental image of something that is not present or that is not the case,<t>oddments</t>: a motley assortment of things
641416,PM,baldwin,bunsen_burners,"Plain landslide, perhaps, for <t>PM</t>",<t>baldwin</t>: United States author who was an outspoken critic of racism (1924-1987),<t>bunsen burners</t>: a gas burner used in laboratories; has an air valve to regulate the mixture of gas and air
641418,Rank,echelon,fellowship,<t>Rank</t>: one he and discontented colonel reviewed,<t>echelon</t>: a body of troops arranged in a line,<t>fellowship</t>: an association of people who share common beliefs or activities
641419,Session,sitting,bunch,<t>Session</t>: pain hosting it,<t>sitting</t>: (photography) the act of assuming a certain position (as for a photograph or portrait),<t>bunch</t>: a grouping of a number of similar things
641423,Running,uninterrupted,passing,<t>Running</t> repairs put in and returned,<t>uninterrupted</t>: having undisturbed continuity,<t>passing</t>: (American football) a play that involves one player throwing the ball to a teammate
641427,Tramp,galumph,trains,<t>Tramp</t> feeding gobbet to upset crone,<t>galumph</t>: move around heavily and clumsily,<t>trains</t>: public transport provided by a line of railway cars coupled together and drawn by a locomotive
641440,Joined,sewn,interposed,<t>Joined</t> clique before reaching conclusion with name,<t>sewn</t>: fasten by sewing; do needlework,<t>interposed</t>: be or come between
641453,Draft,outline,issue,<t>Draft</t> Union formation blocks move,<t>outline</t>: the line that appears to bound an object,<t>issue</t>: an important question that is in dispute and must be settled
641455,Insinuated,unspoken,dedicate,<t>Insinuated</t> punk’s one getting into trouble,<t>unspoken</t>: expressed without speech; ; ; - Emily Dickinson; ; ; - Thomas Wolfe,"<t>dedicate</t>: give entirely to a specific person, activity, or cause"
641492,period pieces,antiques,cape_fear,One against endless search for <t>period pieces</t>,<t>antiques</t>: an elderly man,<t>cape fear</t>: a cape in southeastern North Carolina extending into the Atlantic Ocean
641498,goat,ibex,beaver,Team sent back to capture live <t>goat</t>,<t>ibex</t>: wild goat of mountain areas of Eurasia and northern Africa having large recurved horns,<t>beaver</t>: the soft brown fur of the beaver
641500,Anxious,fraught,motivated,<t>Anxious</t> father confronting a violent thug,<t>fraught</t>: marked by distress,<t>motivated</t>: give an incentive for action
641502,Vote in,elect,dares,"<t>Vote in</t> the French, welcomed by European court",<t>elect</t>: an exclusive group of people,<t>dares</t>: a challenge to do something dangerous or foolhardy
641507,Wake-up call,reveille,chastisements,<t>Wake-up call</t> about mask and life on the outside,<t>reveille</t>: (military) signal to wake up,<t>chastisements</t>: verbal punishment
641523,Villain,knave,hoodlum,<t>Villain</t> travelling north in luggage van knew,<t>knave</t>: a deceitful and unreliable scoundrel,<t>hoodlum</t>: an aggressive and violent young criminal
641537,Caribbean island,trinidad,water_voles,<t>Caribbean island</t> group welcoming big noise back,<t>trinidad</t>: an island in West Indies just off the northeastern coast of Venezuela,<t>water voles</t>: common large Eurasian vole
641546,birth,origin,nascence,Old doctor overseeing home <t>birth</t>,"<t>origin</t>: the place where something begins, where it springs into being",<t>nascence</t>: the event of being born
641556,Epic,saga,decalogue,<t>Epic</t> military commanders on the rise,<t>saga</t>: a narrative telling the adventures of a hero or a family; originally (12th to 14th centuries) a story of the families that settled Iceland and their descendants but now any prose narrative that resembles such an account,<t>decalogue</t>: the biblical commandments of Moses
641581,weapon,sabre,cutlasses,Revolutionary times after importation of British <t>weapon</t>,<t>sabre</t>: a fencing sword with a v-shaped blade and a slightly curved handle,<t>cutlasses</t>: a short heavy curved sword with one edge; formerly used by sailors
641583,garbage collector,skip,gaffers,Avoid <t>garbage collector</t>,<t>skip</t>: a gait in which steps and hops alternate,<t>gaffers</t>: an elderly man
641590,commotion,stir,drubbings,Article falls from part of flight producing <t>commotion</t>,<t>stir</t>: a prominent or sensational but short-lived news event,<t>drubbings</t>: a sound defeat
641597,Writer,lead_pencil,longfellow,<t>Writer</t> I found in confines of cell attached to main prison,<t>lead pencil</t>: pencil that has graphite as the marking substance,<t>longfellow</t>: United States poet remembered for his long narrative poems (1807-1882)
641600,Trial,test,affair,<t>Trial</t>? There’s some magistrates there,<t>test</t>: trying something to find out about it,<t>affair</t>: a vaguely specified concern
641608,Criticism,flak,interpretation,<t>Criticism</t> showing reduction in scale,<t>flak</t>: a slick spokesperson who can turn any criticism to the advantage of their employer,<t>interpretation</t>: a mental representation of the meaning or significance of something
641612,puzzle,enigma,construe,Game in crackers is a <t>puzzle</t>,<t>enigma</t>: something that baffles understanding and cannot be explained,<t>construe</t>: make sense of; assign a meaning to
641630,Point,east,point,<t>Point</t> the way the Wise Men came from,<t>east</t>: the cardinal compass point that is at 90 degrees,<t>point</t>: a geometric element that has position but no extension
641634,Distribute,allot,disposing,<t>Distribute</t> the whole first part of the Bible,<t>allot</t>: give out,"<t>disposing</t>: give, sell, or transfer to another"
641648,Shot,snap,bombshell,<t>Shot</t> in game,<t>snap</t>: the act of catching an object with the hands,<t>bombshell</t>: an entertainer who has a sensational effect
641648,game,snap,standoffs,Shot in <t>game</t>,<t>snap</t>: the act of catching an object with the hands,<t>standoffs</t>: the finish of a contest in which the score is tied and the winner is undecided
641674,Capture,snaffle,taken,<t>Capture</t> those who might follow Legolas from the east?,<t>snaffle</t>: a simple jointed bit for a horse; without a curb,<t>taken</t>: carry out
641679,courses,syllabi,primes,Is admitting crashing around <t>courses</t>,<t>syllabi</t>: an integrated course of academic studies,<t>primes</t>: a number that has no factor but itself and 1
641684,Stars,lyra,supernovae,<t>Stars</t> requiring cape to be cut out of stretchy fabric,<t>lyra</t>: a small constellation in the northern hemisphere near Cygnus and Draco; contains the star Vega,<t>supernovae</t>: a star that explodes and becomes extremely luminous in the process
641697,Equally,alike,diverse,<t>Equally</t> valid tokens cut out symmetrically?,<t>alike</t>: having the same or similar characteristics,<t>diverse</t>: many and different
641700,a plant,honesty,perm,I can’t believe you left out <t>a plant</t>,<t>honesty</t>: the quality of being honest,<t>perm</t>: a city in the European part of Russia
641702,Cable,wire,swivels,<t>Cable</t> by banks of Windermere,<t>wire</t>: ligament made of metal and used to fasten things or make cages or fences etc,<t>swivels</t>: a coupling (as in a chain) that has one end that turns on a headed pin
641844,lower,nether,shallow,Indefinite number above number that’s <t>lower</t>,<t>nether</t>: lower,<t>shallow</t>: a stretch of shallow water
641869,Leaning,sloped,coasting,"<t>Leaning</t> motorbike, Mike’s unsettled by pair of slackers",<t>sloped</t>: be at an angle,<t>coasting</t>: move effortlessly; by force of gravity
641872,Brew,potion,concentrate,<t>Brew</t> several cupfuls before return of boss,<t>potion</t>: a medicinal or magical or poisonous beverage,<t>concentrate</t>: the desired mineral that is left after impurities have been removed from mined ore
641890,Nice,pleasant,nettlesome,"<t>Nice</t> at Naples, at sea",<t>pleasant</t>: affording pleasure; being in harmony with your taste or likings,<t>nettlesome</t>: causing irritation or annoyance
641901,yarn,cotton,palaver,Champion golfer’s <t>yarn</t>,<t>cotton</t>: soft silky fibers from cotton plants in their raw state,<t>palaver</t>: flattery intended to persuade
641909,citadel,acropolis,lyceum,A storage tower erected to store produce in <t>citadel</t>,<t>acropolis</t>: the citadel in ancient Greek towns,<t>lyceum</t>: a school for students intermediate between elementary school and college; usually grades 9 to 12
641985,writer,felt_tip,ibsen,A lot of rubbish by experienced <t>writer</t>,<t>felt tip</t>: a pen with a writing tip made of felt (trade name Magic Marker),<t>ibsen</t>: realistic Norwegian author who wrote plays on social and political themes (1828-1906)
641988,secret,privy,cryptic,Extremely poor climber’s <t>secret</t>,<t>privy</t>: a room or building equipped with one or more toilets,<t>cryptic</t>: of an obscure nature; ; ; ; - Rachel Carson
641989,Worthless,base,wrongful,<t>Worthless</t> singer on the radio,<t>base</t>: installation from which a military force initiates operations,<t>wrongful</t>: having no legally established claim
641990,grounds,reasons,boondocks,Make right start to periods of play in football <t>grounds</t>,<t>reasons</t>: a rational motive for a belief or action,<t>boondocks</t>: a remote and undeveloped area
641993,Put out,extinct,take_in,<t>Put out</t> message in clubs — opening time delayed as late as possible,<t>extinct</t>: no longer in existence; lost or especially having died out leaving no living representatives,<t>take in</t>: provide with shelter
641994,Great,tall,splendid,"<t>Great</t> Scott, finally everybody is together",<t>tall</t>: a garment size for a tall person,<t>splendid</t>: having great beauty and splendor
642003,a pain,lumbago,thirst,Try getting album released up-front — <t>a pain</t>,<t>lumbago</t>: backache affecting the lumbar region or lower back; can be caused by muscle strain or arthritis or vascular insufficiency or a ruptured intervertebral disc,<t>thirst</t>: a physiological need to drink
642008,impression,seal,stereotype,Animal <t>impression</t>,<t>seal</t>: fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters,<t>stereotype</t>: a conventional or formulaic conception or image
642101,channels,drainage,labyrinths,Doctor advanced through time <t>channels</t>,<t>drainage</t>: emptying something accomplished by allowing liquid to run out of it,<t>labyrinths</t>: complex system of paths or tunnels in which it is easy to get lost
642107,Nick,scratch,simulacra,<t>Nick</t> may be up to this if good enough,<t>scratch</t>: an abraded area where the skin is torn or worn off,<t>simulacra</t>: an insubstantial or vague semblance
642109,Withdraw,retreat,dislodge,"<t>Withdraw</t> from race, disheartened with deal",<t>retreat</t>: (military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat,<t>dislodge</t>: remove or force out from a position
642110,subversive,saboteur,combative,Doctor bears out <t>subversive</t>,<t>saboteur</t>: someone who commits sabotage or deliberately causes wrecks,"<t>combative</t>: inclined or showing an inclination to dispute or disagree, even to engage in law suits"
642116,Fancy,ornamental,illusions,<t>Fancy</t> — possibly late Norman,<t>ornamental</t>: any plant grown for its beauty or ornamental value,<t>illusions</t>: an erroneous mental representation
642125,Story,saga,tale,<t>Story</t> of silver buried in South America,<t>saga</t>: a narrative telling the adventures of a hero or a family; originally (12th to 14th centuries) a story of the families that settled Iceland and their descendants but now any prose narrative that resembles such an account,<t>tale</t>: a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
642132,Understood,implicit,rationalised,<t>Understood</t> inexperience must lack boundaries,<t>implicit</t>: implied though not directly expressed; inherent in the nature of something,<t>rationalised</t>: structure and run according to rational or scientific principles in order to achieve desired results
642134,as a group,en_masse,sectarian,Men working on rough seas <t>as a group</t>,<t>en masse</t>: all together,<t>sectarian</t>: a member of a sect
642175,boat,sloop,navy,Puddles of water around <t>boat</t>,<t>sloop</t>: a sailing vessel with a single mast set about one third of the boat's length aft of the bow,<t>navy</t>: an organization of military vessels belonging to a country and available for sea warfare
642182,sparse,rare,leaky,Most of land next to river is <t>sparse</t>,<t>rare</t>: not widely known; especially valued for its uncommonness,<t>leaky</t>: permitting the unwanted passage of fluids or gases
642207,Country,brazil,gambia,Reptile mostly black going to the West <t>Country</t>,<t>brazil</t>: the largest Latin American country and the largest Portuguese speaking country in the world; located in the central and northeastern part of South America; world's leading coffee exporter,<t>gambia</t>: a narrow republic surrounded by Senegal in West Africa
642216,pretences,insincerities,pretense,One sister nice in false <t>pretences</t>,<t>insincerities</t>: the quality of not being open or truthful; deceitful or hypocritical,<t>pretense</t>: the act of giving a false appearance
642229,burning,combustion,kindling,"Company vehicle covered by MOT in shot, <t>burning</t>",<t>combustion</t>: a process in which a substance reacts with oxygen to give heat and light,<t>kindling</t>: material for starting a fire
642237,Manly,virile,bombastically,<t>Manly</t> Victor: one to get your hackles up?,<t>virile</t>: characterized by energy and vigor,<t>bombastically</t>: in a turgid manner
642241,hostelries,inns,hostelry,I could be given three directions for <t>hostelries</t>,<t>inns</t>: a hotel providing overnight lodging for travelers,<t>hostelry</t>: a hotel providing overnight lodging for travelers
642256,Artist,el_greco,critic,<t>Artist</t> regularly cried about entering Lego building,<t>el greco</t>: Spanish painter (born in Greece) remembered for his religious works characterized by elongated human forms and dramatic use of color (1541-1614),<t>critic</t>: a person who is professionally engaged in the analysis and interpretation of works of art
642257,stick together,cohere,go_steady,"Charlie and Oscar, in this place, <t>stick together</t>",<t>cohere</t>: come or be in close contact with; stick or hold together and resist separation,<t>go steady</t>: date regularly; have a steady relationship with
